60007 L $$aPhilippe II. de Bourbon$$cduc d'Orléans$$d1674-1723$$2resource,(DE-588)118820214
"60017 L $$aBasler, Jakob$$d1725-1795$$2resource",(DE-588)1014027802
"60017 L $$aMonsoury, de$$cAbbé d'Orbais$$2resource",(DE-588)1156687535
"60017 L $$aPicard, Jean$$d1620-1682$$2resource",(DE-588)11900643X
"60017 L $$aEglinger, Christoph$$d1686-1733$$2resource",(DE-588)1016188056
"60017 L $$aFontaine des Bertins, Alexis$$d1705-1771$$2resource",(DE-588)11751960X
"60017 L $$aLa Primerais, Moreau de$$cVetter von Pierre Louis Moreau de Maupertuis$$2resource",
"60017 L $$aTronchin, Théodore$$d1709-1781$$2resource",(DE-588)117636703
"60017 L $$aVezzi, Giovanni$$cConte$$2resource",
"1001  L $$aMallet, Jacques André$$d1740-1790$$eAutor$$4aut",(DE-588)129353949
60007 L $$aGaullard$$cImpfgegner$$2resource,
"60017 L $$aGuglielmini, Domenico$$d1655-1710$$2resource",DE-588)11757645X
"60017 L $$aMazières, Jean Simon$$d1679-1761$$2resource",(DE-588)1089421028
"60017 L $$aCamus, Charles Etienne Louis$$d1699-1768$$2resource",(DE-588)117672025
"60017 L $$aDietrich, Johannes$$d?-1758$$2resource",(DE-588)1156360374
"60017 L $$aMaraldi, Giacomo Filippo$$d1665-1729$$2resource",(DE-588)117541613
"60017 L $$aMoula, Frédéric$$d1703-1782$$2resource",(DE-588)1046082612
"60017 L $$aTressan, Louis Elisabeth de la Vergne$$cComte de$$d1705-1783$$2resource",(DE-588)100648940
"1001  L $$aHuber, Johann Jakob$$d1733-1798$$eAutor$$4aut",(DE-588)13763868X
60007 L $$aCognet$$cMlle$$2resource,
60007 L $$aIselin$$2resource,
60007 L $$aKönig$$cBuchhändler in Basel$$2resource,
"60017 L $$aBernoulli, Magdalena$$d1689-1760$$2resource",(DE-588)1156361664
"60017 L $$aEuler, Johann Albrecht$$d1734-1800$$2resource",(DE-588)116610832
"60017 L $$aGrandi, Guido$$d1671-1742$$2resource",(DE-588)118937669
"60017 L $$aPemberton, Henry$$d1694-1771$$2resource",(DE-588)143687417
"60017 L $$aTissot, Samuel Auguste André David$$d1728-1797$$2resource",(DE-588)119073773
"60017 L $$aZorzi, Marino$$cRiformatore dello Studio di Padova$$2resource",
61027 L $$aSamuel Merian & fils$$2resource,
"7001  L $$aMallet, Jacques André$$d1740-1790$$eAdressat$$4rcp",(DE-588)129353949
60007 L $$aKarl Wilhelm$$cMarkgraf von Baden-Durlach$$d1679-1738$$2resource,(DE-588)119035146
"60017 L $$aFardella, Michelangelo$$d1650-1718$$2resource",(DE-588)119291967
"60017 L $$aHenzi, Samuel$$d1701-1749$$2resource",(DE-588)119448505
"60017 L $$aMallet, Jacques André$$d1740-1790$$2resource",(DE-588)129353949
"60017 L $$aMaurepas, Jean Fréderic Phélippeaux$$ccomte de$$d1701-1781$$2resource",(DE-588)119097060
"60017 L $$aNutlin, Israel$$2resource",
"60017 L $$aObdam, d'$$cerster Kurator der Universität Leiden$$2resource",
"7001  L $$aHuber, Johann Jakob$$d1733-1798$$eAdressat$$4rcp",(DE-588)13763868X
"1001  L $$aCatt, Henri Alexandre de$$d1725-1795$$eAutor$$4aut",(DE-588)118667521
"1001  L $$aJallabert, Jean$$d1712-1768$$eAutor$$4aut",(DE-588)100289665
60007 L $$aDurand$$cBuchhändler in Paris$$2resource,
60007 L $$aMeyer$$cFreund von Johannes Scheuchzer$$2resource,
"60017 L $$aBattier, Johann Jakob$$d1664-1720$$2resource",(DE-588)116082356
"60017 L $$aClarke, Samuel$$d1675-1729$$2resource",(DE-588)118669478
"60017 L $$aCouplet, Claude Antoine$$d1642-1722$$2resource",(DE-588)117701068
"60017 L $$aDollond, John$$d1706-1761$$2resource",(DE-588)117650390
"60017 L $$aGiacomazzi, Giuseppe$$cab 1717 venezianischer Resident in Zürich$$2resource",
"60017 L $$aKlingenstierna, Samuel$$d1698-1765$$2resource",(DE-588)130429856
"60017 L $$aMarcello, Federico$$cRiformatore dello Studio di Padova$$2resource",
"60017 L $$aMontucla, Jean Etienne$$d1725-1799$$2resource",(DE-588)117134503
"60017 L $$aReyneau, Charles René$$d1656-1728$$2resource",(DE-588)117526789
"1001  L $$aChrist, Franz$$d1688-1744$$eAutor$$4aut",(DE-588)140736662
"1001  L $$aMoivre, Abraham de$$d1667-1754$$eAutor$$4aut",(DE-588)117586765
"1001  L $$aTressan, Louis Elisabeth de la Vergne$$cComte de$$d1705-1783$$eAutor$$4aut",(DE-588)100648940
60007 L $$aCoigny$$cMaréchal de$$2resource,(DE-588)117692115
"60017 L $$aAltmann, Johann Georg$$d1695-1758$$2resource",(DE-588)117761419
"60017 L $$aBattier, Reinhard$$d1724-1779$$2resource",(DE-588)1035421844
"60017 L $$aBellini, Lorenzo$$d1643-1704$$2resource",(DE-588)117584363
"60017 L $$aCatt, Henri Alexandre de$$d1725-1795$$2resource",(DE-588)118667521
"60017 L $$aChecozzi, Sebastiano$$d1693-1719$$2resource",(DE-588)1156361761
"60017 L $$aDeparcieux, Antoine$$d1703-1768$$2resource",(DE-588)117632511
"60017 L $$aHartsoeker, Nikolaus$$d1656-1725$$2resource",(DE-588)124799361
"60017 L $$aKästner, Abraham Gotthelf$$d1719-1800$$2resource",(DE-588)118714570
"60017 L $$aLa Hire, Philippe de$$d1640-1718$$2resource",(DE-588)117573752
"60017 L $$aMead, Richard$$d1673-1754$$2resource",(DE-588)117559822
"60017 L $$aNollet, Jean Antoine$$d1700-1770$$2resource",(DE-588)119027275
"7001  L $$aMoivre, Abraham de$$d1667-1754$$eAdressat$$4rcp",(DE-588)117586765
"1001  L $$aBurman, Pieter$$d1668-1741$$eAutor$$4aut",(DE-588)117641987
"1001  L $$aMoula, Frédéric$$d1703-1782$$eAutor$$4aut",(DE-588)1046082612
60007 L $$aDulsecker$$cBuchhändler in Strassburg$$2resource,(DE-588)1037505107
60007 L $$aMagneville$$2resource,
60007 L $$aMerian-Jordan$$cFrau von Johann Bernhard Merian$$2resource,(DE-588)1156409489
"60017 L $$aCastillon, Jean François de$$d1708-1791$$2resource",(DE-588)116472448
"60017 L $$aFagnano, Giulio Carlo de'$$d1682-1766$$2resource",(DE-588)1089274971
"60017 L $$aFalkner, Daniel$$d1646-1711$$2resource",(DE-588)1123089604
"60017 L $$aGeymüller, Nicolas$$caus Leipzig$$2resource",(DE-588)1156753228
"60017 L $$aRobins, Benjamin$$d1707-1751$$2resource",(DE-588)100252419
"60017 L $$aScheuchzer, Johann Jakob$$d1690-1751$$2resource",(DE-588)1156361990
"60017 L $$aThurneysen, Emanuel$$d1687-1739$$2resource",(DE-588)10068534X
"60017 L $$aWiedeburg, Johann Bernhard$$d1687-1766$$2resource",(DE-588)100697771
"60017 L $$aZenobio, Carlo$$cConte$$2resource",(DE-588)1089631200
"1001  L $$aBlumentrost, Laurentius$$d1692-1755$$eAutor$$4aut",(DE-588)117608629
"1001  L $$aWeiss, Andreas$$d1713-1792$$eAutor$$4aut",(DE-588)103159347
60007 L $$aEnderlin$$cUhrmacher in Basel$$2resource,(DE-588)1156414091
"60017 L $$aBattier, Johann Christoph$$2resource",(DE-588)141546573
"60017 L $$aBeaune, Florimond de$$d1601-1652$$2resource",(DE-588)128349794
"60017 L $$aBlumentrost, Laurentius$$d1692-1755$$2resource",(DE-588)117608629
"60017 L $$aBourguet, Louis$$d1678-1742$$2resource",(DE-588)116298553
"60017 L $$aCastel, Louis Bertrand$$d1688-1757$$2resource",(DE-588)119382156
"60017 L $$aCotes, Roger$$d1682-1716$$2resource",(DE-588)121009645
"60017 L $$aFréron, Elie-Catherine$$d1719-1776$$2resource",(DE-588)118703064
"60017 L $$aGut, Friedrich Albert$$d1693-1773$$2resource",(DE-588)1156417392
"60017 L $$aHaen, Antonius de$$d1704-1776$$2resource",(DE-588)118700162
"60017 L $$aJombert, Charles Antoine$$d1712-1784$$2resource",(DE-588)104326050
"60017 L $$aOrtmann, Jeremias$$d1702-1784$$2resource",(DE-588)1101483857
"60017 L $$aPascal, Blaise$$d1623-1662$$2resource",(DE-588)118591843
"60017 L $$aPitcairne, Archibald$$d1652-1713$$2resource",(DE-588)117689548
"60017 L $$aSchmutz, Kaspar$$d1659-1737$$2resource",(DE-588)1156419506
"60017 L $$aSchöpflin, Johann Daniel$$d1694-1771$$2resource",(DE-588)118610260
"60017 L $$aWeiss, Andreas$$d1713-1792$$2resource",(DE-588)103159347
"60017 L $$aWettstein, Johann Rudolf$$d1647-1711$$2resource",(DE-588)100704514
"7001  L $$aBurman, Pieter$$d1668-1741$$eAdressat$$4rcp",(DE-588)117641987
"7001  L $$aChecozzi, Sebastiano$$d1693-1719$$eAdressat$$4rcp",(DE-588)1156361761
"7001  L $$aRiccati, Jacopo$$d1676-1754$$eAdressat$$4rcp",(DE-588)119543885
"7001  L $$aScheuchzer, Johann Jakob$$d1672-1733$$eAdressat$$4rcp",(DE-588)118607308
"1001  L $$aEuler, Johann Albrecht$$d1734-1800$$eAutor$$4aut",(DE-588)116610832
60007 L $$aBavier$$2resource,
60007 L $$aBrenner$$2resource,
60007 L $$aButitrochi$$cMarchese$$2resource,
60007 L $$aHertz$$cBuchhändler in Venedig$$2resource,
60007 L $$aMeyer$$2resource,
60007 L $$aRoux$$cAdvokat in Paris$$2resource,
"60017 L $$aAiguillon, Anne Charlotte$$cduchesse d'$$d?-1772$$2resource",(DE-588)117762210
"60017 L $$aBion, Nicolas$$d1653-1733$$2resource",(DE-588)117604917
"60017 L $$aBorromeo, Alessandro$$d1625-1708$$2resource",(DE-588)1152039059
"60017 L $$aBourdelin, Louis-Claude$$d1695-1777$$2resource",(DE-588)139925767
"60017 L $$aBreuner, Karl$$cGraf$$d1740-1796$$2resource",(DE-588)1156688779
"60017 L $$aCatelan, François de$$cAbbé$$2resource",(DE-588)115669146X
"60017 L $$aDecker, Georg Jacob$$d1732-1799$$2resource",(DE-588)117626953
"60017 L $$aDesaguliers, Jean Théophile$$d1683-1744$$2resource",(DE-588)117632686
"60017 L $$aFabris, Francesco$$2resource",
"60017 L $$aGoldbach, Christian$$d1690-1764$$2resource",(DE-588)118696149
"60017 L $$aJouvenet, Jean$$d1647-1717$$2resource",(DE-588)102524475
"60017 L $$aKepler, Johannes$$d1571-1630$$2resource",(DE-588)118561448
"60017 L $$aLa Caille, Louis de$$d1713-1762$$2resource",(DE-588)119174596
"60017 L $$aLa Ville, Jean Ignace de$$dca. 1690-1774$$2resource",(DE-588)1156428033
"60017 L $$aManfredi, Eustachio$$d1674-1739$$2resource",(DE-588)117541230
"60017 L $$aMerian, Johann Rudolf$$d1690-1766$$2resource",(DE-588)121703592
"1001  L $$aAltmann, Johann Georg$$d1695-1758$$eAutor$$4aut",(DE-588)117761419
"1001  L $$aClavel de Brenles, Jacques Abram Elie Daniel$$eAutor$$4aut",(DE-588)1048572293
"1001  L $$aLa Treille, R. <<de>>$$eAutor$$4aut",
"1001  L $$aLavater, Johann Heinrich$$eAutor$$4aut",
60007 L $$aAmalie$$cPrinzessin von Preussen$$d1723-1787$$2resource,(DE-588)118648659
60007 L $$aLevrat$$2resource,
60007 L $$aSimon$$cKaufmann in London$$2resource,
60007 L $$aStehelin$$2resource,
60007 L $$aWetstein$$cBuchhändler in Amsterdam$$2resource,
"60017 L $$aBruckner, Isaac$$d1686-1762$$2resource",(DE-588)101580665
"60017 L $$aClavel de Brenles, Jacques Abram Elie Daniel$$2resource",(DE-588)1048572293
"60017 L $$aCollins, John$$d1625-1683$$2resource",(DE-588)119115700
"60017 L $$aCondillac, Etienne Bonnot de$$d1714-1780$$2resource", (DE-588)118521756
"60017 L $$aCrousaz, Jean Pierre de$$d1663-1750$$2resource",(DE-588)100097413
"60017 L $$aFalkner, Emanuel$$d1674-1760$$2resource",(DE-588)1074070976
"60017 L $$aGalilei, Galileo$$d1564-1642$$2resource",(DE-588)118537229
"60017 L $$aGuettard, Jean Etienne$$d1715-1786$$2resource",(DE-588)117576425
"60017 L $$aHuber, Johann Jakob$$d1704-1759$$2resource",(DE-588)137638647
"60017 L $$aMaisons, Jean-René de Longueil de$$d1699-1731$$2resource",(DE-588)1156430828
"60017 L $$aMalvesin, Pierre$$2resource",
"60017 L $$aMayer, Friedrich, Christoph$$d1697-1729$$2resource",(DE-588)1156431395
"60017 L $$aPardies, Ignace Gaston$$d1636-1673$$2resource",(DE-588)123249201
"60017 L $$aPictet, Jean Louis$$d1739-1781$$2resource",(DE-588)117687154
"60017 L $$aRizzetti, Giovanni$$d1675-1751$$2resource",(DE-588)120089807
"60017 L $$aSchinz, Wilhelm$$cFähnrich, Schwiegervater von Johannes Scheuchzer$$d1666-1727$$2resource",(DE588)1076100562
"60017 L $$aTrevisano, Bernardo$$d1652-1720$$2resource",(DE-588)100656862
"7001  L $$a'sGravesande, Willem Jacob$$d1688-1742$$eAdressat$$4rcp",(DE-588)118939297
"7001  L $$aBignon, Jean-Paul$$d1662-1743$$eAdressat$$4rcp",(DE-588)120052539
"7001  L $$aHirzel, Johann Caspar$$eAdressat$$4rcp",
1000  L $$aMorond de Remiremont$$eAutor$$4aut,
"1001  L $$aMaupertuis-von Borck, Eleonore$$eAutor$$4aut",
"1001  L $$aRiccati, Jacopo$$d1676-1754$$eAutor$$4aut",(DE-588)119543885
"1001  L $$aVarenne de Béost, Claude$$d1722-1788$$eAutor$$4aut",
60007 L $$aBattier$$2resource,(DE-588)115235079X
60007 L $$aBurdelle$$cHauptmann$$2resource,
"60007 L $$aFaesch$$cBasler, der 1714 in Paris ist$$2resource",
60007 L $$aFürstenberger$$2resource,
60007 L $$aGadaldino$$cSekretär der Universität Padua$$2resource,
60007 L $$aLa Mark$$ccomtesse de$$2resource,
60007 L $$aMalvesin$$cSohn von Pierre Malvesin$$2resource,
60007 L $$aMassé de la Radelière$$cGegner Jean le Rond d'Alemberts$$2resource,
60007 L $$aWettstein$$2resource,
"60017 L $$aAgnesi, Maria Gaetana$$d1718-1799$$2resource",(DE-588)119223414
"60017 L $$aBernoulli, Franz$$d1705-1777$$2resource",(DE-588)1153515857
"60017 L $$aBianchi, Vendramin Iseppo$$d1666-?$$2resource",(DE-588)1029469601
"60017 L $$aBonac, Jean Louis d'Usson$$cMarquis de$$d1672-1738$$2resource",(DE-588)1055276238
"60017 L $$aBradley, James$$d1692-1762$$2resource",(DE-588)117623687
"60017 L $$aBurckhardt, Johannes$$d1691-1743$$2resource",(DE-588)1089632444
"60017 L $$aCartier, Pierre$$d?-1759$$2resource",
"60017 L $$aGernler, Johann Heinrich$$d1727-1764$$2resource",(DE-588)121426173
"60017 L $$aHales, Stephen$$d1677-1761$$2resource", (DE-588)100157483
"60017 L $$aHartig, Gräfin$$cCousine von Josefa Breuner-Khevenhüller$$2resource",
"60017 L $$aHomberg, Wilhelm$$d1652-1715$$2resource",(DE-588)122149335
"60017 L $$aLa Reynière, Gaspard Grimod de$$cfermier général des postes$$2resource",
"60017 L $$aMars, de$$cBanquier in Paris$$2resource",
"60017 L $$aMeckel, Johann Friedrich$$d1714-1774$$2resource",(DE-588)172253691
"60017 L $$aReboulet, Paul$$d1655-1710$$2resource",(DE-588)115643193X
"60017 L $$aRiva, Ludovico$$d1698-1746$$2resource",(DE-588)109091766X
"60017 L $$aRyhiner, Peter$$2resource",
"60017 L $$aSallier, Claude$$d1685-1761$$2resource",(DE-588)143976079
"60017 L $$aSchwartz, Niklaus$$cdisputierte am 21.11.1710 in Basel$$2resource",(DE-588)123503094
"60017 L $$aSturm, Johann Christoph$$d1635-1703$$2resource",(DE-588)100277608
"60017 L $$aThurneysen, Johann Rudolf$$d1688-1755$$2resource",(DE-588)1037631595
"60017 L $$aWeinmann, Johann Wilhelm$$d1683-1741$$2resource",(DE-588)120568276
61027 L $$aGebrüder Müller (Basel)$$2resource,
"7001  L $$aChrist, Franz$$d1688-1744$$eAdressat$$4rcp",(DE-588)140736662
"7001  L $$aWerenfels, Samuel$$d1657-1740$$eAdressat$$4rcp",(DE-588)12209025X
"1001  L $$a'sGravesande, Willem Jacob$$d1688-1742$$eAutor$$4aut",(DE-588)118939297
"1001  L $$aDaine, Marie Jean Baptiste Nicolas$$c1730-1804$$eAutor$$4aut",(DE-588)1156741289
"1001  L $$aEberstein, Christian Franz Anton$$cGraf$$d1719-1797$$eAutor$$4aut",(DE-588)116348208
"1001  L $$aGranval, Jean Louis Cochart de$$eAutor$$4aut",
"1001  L $$aHermann, German$$d1648-1729$$eAutor$$4aut",(DE-588)1048628825
"1001  L $$aLa Primerais, Moreau de$$eAutor$$4aut",
"1001  L $$aMalesherbes, Chrétien-Guillaume de Lamoignon de$$d1721-1794$$eAutor$$4aut",(DE-588)118781413
"1001  L $$aScheuchzer, Johann Jakob$$d1672-1733$$eAutor$$4aut",(DE-588)118607308
"1001  L $$aVerdeil, François$$d1747-1832$$eAutor$$4aut",(DE-588)117370878
"1001  L $$aWolden, von$$eAutor$$4aut",
60007 L $$aBreuner$$cSohn von Josefa Breuner-Khevenhüller$$2resource,(DE-588)1156694531
60007 L $$aDuvelaer$$cDirecteur de la Compagnie des Indes à Paris$$2resource,
60007 L $$aGatti$$cArzt$$2resource,
60007 L $$aGeorges$$cVerfertiger optischer Instrumente$$2resource,
60007 L $$aImhof$$cBuchhändler in Basel$$2resource,
60007 L $$aL'Estang$$cHersteller optischer Instrumente$$2resource,
"60007 L $$aLucé$$cComte de, Intendant von Strassburg$$2resource",
60007 L $$aPassavant$$cMme$$2resource,
60007 L $$aPeter$$bI$$cKaiser von Russland$$d1672-1725$$2resource,(DE-588)118592955
"60007 L $$aRiedesel$$cBaron, Schwager von Pierre Louis Moreau de Maupertuis in Wetzlar$$2resource",
60007 L $$aThellusson$$cBanquier in Paris$$2resource,
60007 L $$aVaillant$$cBuchhändler in London$$2resource,
60007 L $$aWerenfels$$cBruder von Samuel Werenfels$$2resource,
60007 L $$aWurmbrandt-Stuppach$$cGraf$$d1724-1779$$2resource,(DE-588)1156694760
"60017 L $$aBarbaud, Henri Alexandre$$d1686-17uu$$2resource",
"60017 L $$aBattier, Samuel$$d1667-1744$$2resource",(DE-588)115793895
"60017 L $$aBeck, Heinrich$$d1687-1735$$2resource",
"60017 L $$aButitrochi, Maria Luisa$$cMarchesa$$2resource",
"60017 L $$aCelsius, Anders$$d1701-1744$$2resource",(DE-588)118653326
"60017 L $$aChauvelin, Germain Louis de$$d1685-1762$$2resource",
"60017 L $$aDanysi, Augustin Auguste Hyacinthe$$d1698-1777$$2resource",
"60017 L $$aDollfuss, Johannes$$d1694-1736$$2resource",
"60017 L $$aDombes, Louis Auguste de Bourbon$$cPrince de$$2resource",(DE-588)12932082X
"60017 L $$aDuclos, Charles Pineau$$d1704-1772$$2resource",
"60017 L $$aEames, John$$d?-1744$$2resource",
"60017 L $$aFleury, André Hercule$$cCardinal de$$d1653-1743$$2resource",(DE-588)118683969
"60017 L $$aFrey, Hans Ulrich$$cHauptmann im Regiment Boccard$$2resource",
"60017 L $$aGmelin, Johann Georg$$d1709-1755$$2resource",(DE-588)11903705X
"60017 L $$aGouye, Thomas$$d1650-1725$$2resource",(DE-588)117550841
"60017 L $$aGraham, George$$d1675-1751$$2resource",
"60017 L $$aGrundler, Georg Friedrich$$2resource",
"60017 L $$aIselin, Johann Rudolf$$d1705-1779$$2resource",(DE-588)117205567
"60017 L $$aJaquier, François$$d1711-1788$$2resource",
"60017 L $$aLagny, Thomas Fantet de$$d1660-1734$$2resource",
"60017 L $$aMontesquieu, Charles de Secondat$$cBaron de la Brète et de$$d1689-1755$$2resource",
"60017 L $$aOldenburg, Heinrich$$dca. 1626-1678$$2resource",(DE-588)1089110405
"60017 L $$aPoli, Martino$$d1662-1714$$2resource",
"60017 L $$aRoberval, Gilles$$d1602-1675$$2resource",(DE-588)118601547
"60017 L $$aRoncalli-Parolino, Francesco$$cConte$$d1692-1763$$2resource",
"60017 L $$aSchmettau, Graf Samuel$$d1684-1751$$2resource",
"60017 L $$aSmith, Joseph$$d1682-1770$$2resource",
"60017 L $$aSully, Henry$$d?-1728$$2resource",
"60017 L $$aTrublet, Nicolas Charles Joseph$$d1697-1770$$2resource",
61027 L $$aLabart (Paris)$$2resource,
"7001  L $$aFuss, Niklaus$$d1755-1826$$eAdressat$$4rcp",(DE-588)116878894
"7001  L $$aGolovkin, Alexander$$cGraf$$d1688-1760$$eAdressat$$4rcp",(DE-588)1156695201
"7001  L $$aNewton, Isaac$$d1643-1727$$eAdressat$$4rcp",(DE-588)118587544
"7001  L $$aRitz, Andreas$$d1684-1767$$eAdressat$$4rcp",
"7001  L $$aStancari, Vittorio Francesco$$d1678-1709$$eAdressat$$4rcp",(DE-588)11765244X
"7001  L $$aTressan, Louis Elisabeth de la Vergne$$cComte de$$d1705-1783$$eAdressat$$4rcp",(DE-588)100648940
1000  L $$aTribolet$$eAutor$$4aut,
"1001  L $$aBouguer, Pierre$$d1698-1758$$eAutor$$4aut",(DE-588)117622974
"1001  L $$aChecozzi, Sebastiano$$d1693-1719$$eAutor$$4aut",(DE-588)1156361761
"1001  L $$aFuss, Niklaus$$d1755-1826$$eAutor$$4aut",(DE-588)116878894
